,BIC,AccountNumber,CTRYbnk,Name,Address,IsShared,Holder
0,DVLJGQKU,IT81W1258832141449934750531,GQ,"Chapman, Marsh and Baker",United Kingdom,1,"Chapman, Marsh and Baker"
1,DVLJGQKU,IT81W1258832141449934750531,GQ,Evans Ltd,,1,Evans Ltd
2,DVLJGQKU,IT81W1258832141449934750531,GQ,Parry-Pearson,,1,Parry-Pearson
3,DVLJGQKU,IT81W1258832141449934750531,GQ,Davies-Parsons,,1,Davies-Parsons
4,DVLJGQKU,IT81W1258832141449934750531,GQ,Fry Ltd,,1,Fry Ltd
5,DVLJGQKU,IT81W1258832141449934750531,GQ,Long-Sullivan,"Hannah hills-3,Nicolefort  GB",1,Long-Sullivan
6,DVLJGQKU,IT81W1258832141449934750531,GQ,"Hughes, Norman",,1,"Hughes, Norman and May"
7,DVLJGQKU,IT81W1258832141449934750531,GQ,Hartley Ind.,,1,Hartley Inc
8,DVLJGQKU,IT81W1258832141449934750531,GQ,"Howe, Clarke and Jones",,1,"Howe, Clarke and Jones"
9,DVLJGQKU,IT81W1258832141449934750531,GQ,"Roberts, Evans and Riley",B13 8JS-Eas Brett,1,"Roberts, Evans and Riley"
10,DVLJGQKU,IT81W1258832141449934750531,GQ,Davey Jones Ind,HG33 2JG/Duncanborough,1,Davey-Jones
11,HYNNSHMZ,NL69YQND3288603602,SH,Mata Lt,Morro Viana 633  Jardim São José  16227583 da Rosa de Goiás RO,0,da Mata Ltda.
12,JMFQHUEV,GB52NWJY05059795664717,HU,Drubin GmbH,,1,Drubin GmbH
13,JMFQHUEV,GB52NWJY05059795664717,HU,Etzold Wiek GmbH,Dinkelsbühl  Fredy-Fritsch-Straße-Dinkelsbühl,1,Etzold Wiek GmbH
14,JMFQHUEV,GB52NWJY05059795664717,HU,Jacob Rudolph GmbH,Bad KissingenGerhild-Säuberlich-Platz-Bad Kissingen,1,Jacob Rudolph GmbH
15,JMFQHUEV,GB52NWJY05059795664717,HU,Eimer,,1,Eimer
16,JMFQHUEV,GB52NWJY05059795664717,HU,Gertz GmbH,Strausberg Germany,1,Gertz GmbH
17,JMFQHUEV,GB52NWJY05059795664717,HU,Butte,. ..,1,Butte
18,JMFQHUEV,GB52NWJY05059795664717,HU,Franke,,1,Franke
19,JMFQHUEV,GB52NWJY05059795664717,HU,Anders,,1,Anders
20,JMFQHUEV,GB52NWJY05059795664717,HU,Klemt,,1,Klemt
21,JMFQHUEV,GB52NWJY05059795664717,HU,Klotz,,1,Klotz
22,JMFQHUEV,GB52NWJY05059795664717,HU,Hauffer e.G.,&  && &,1,Hauffer e.G.
23,JMFQHUEV,GB52NWJY05059795664717,HU,Flantz AG,Cloppenburg,1,Flantz AG
24,JMFQHUEV,GB52NWJY05059795664717,HU,Knappe,,1,Knappe
25,JMFQHUEV,GB52NWJY05059795664717,HU,Ziegert GmbH & Co. OHG,Zeulenroda Germany,1,Ziegert GmbH & Co. OHG
26,JMFQHUEV,GB52NWJY05059795664717,HU,Seifert,Aschaffenburg Germany,1,Seifert
27,JMFQHUEV,GB52NWJY05059795664717,HU,Kramer,,1,Kramer
28,JMFQHUEV,GB52NWJY05059795664717,HU,Weinhold GbR,Miriam-Huhn-Ring  Monschau-Monschau Germany,1,Weinhold GbR
29,JMFQHUEV,GB52NWJY05059795664717,HU,auch Schlauchin Nerger GmbH & Co. OHG,GroßenhainSlobodan-Lorch-Allee Großenhain,1,auch Schlauchin Nerger GmbH & Co. OHG
30,JMFQHUEV,GB52NWJY05059795664717,HU,Eckbauer Loos GmbH & Co. KG,,1,Eckbauer Loos GmbH & Co. KG
31,JMFQHUEV,GB52NWJY05059795664717,HU,Pruschke Wilms KG,Peter-Michael-Schleich-Straße/Kassel Kasel-Germany,1,Pruschke Wilms KG
32,JMFQHUEV,GB52NWJY05059795664717,HU,Bolzmann,Gemany,1,Bolzmann
33,JMFQHUEV,GB52NWJY05059795664717,HU,Bauer GmbH,Stuttgart Germany,1,Bauer GmbH
34,JMFQHUEV,GB52NWJY05059795664717,HU,Dowerg,,1,Dowerg
35,JMFQHUEV,GB52NWJY05059795664717,HU,Spieß Hermann AG,Olena-Zirme-Weg Gelnhausen elnhausenDE,1,Spieß Hermann AG
36,JMFQHUEV,GB52NWJY05059795664717,HU,Vogt,X  X,1,Vogt
37,JMFQHUEV,GB52NWJY05059795664717,HU,Rudolph Ditschlerin GmbH & Co. KGaA,,1,Rudolph Ditschlerin GmbH & Co. KGaA
38,JMFQHUEV,GB52NWJY05059795664717,HU,Weihmann,Jessen,1,Weihmann
39,JMFQHUEV,GB52NWJY05059795664717,HU,Wirth Zimmer Stiftung & Co. KGaA,Germany,1,Wirth Zimmer Stiftung & Co. KGaA
40,JMFQHUEV,GB52NWJY05059795664717,HU,Lindner,Güstrow,1,Lindner
41,JMFQHUEV,GB52NWJY05059795664717,HU,Henk KGaA,,1,Henk KGaA
42,JMFQHUEV,GB52NWJY05059795664717,HU,Dörschner GbR,,1,Dörschner GbR
43,JMFQHUEV,GB52NWJY05059795664717,HU,Weimer Hesse KGaA,Trüballee  Haldensleben Haldensleben Germany,1,Weimer Hesse KGaA
44,JMFQHUEV,GB52NWJY05059795664717,HU,Knappe Christoph AG,,1,Knappe Christoph AG
45,JMFQHUEV,GB52NWJY05059795664717,HU,Bauer,,1,Bauer
46,JMFQHUEV,GB52NWJY05059795664717,HU,Sorgatz e.V.,München Klemmplatz München,1,Sorgatz e.V.
47,JMFQHUEV,GB52NWJY05059795664717,HU,Eckbauer AG & Co. KG,Germany,1,Eckbauer AG & Co. KG
48,JMFQHUEV,GB52NWJY05059795664717,HU,Scholl AG,Hannover DE,1,Scholl AG
49,JMFQHUEV,GB52NWJY05059795664717,HU,Gieß Schmiedt GbR,,1,Gieß Schmiedt GbR
50,JMFQHUEV,GB52NWJY05059795664717,HU,Kreusel,,1,Kreusel
51,JMFQHUEV,GB52NWJY05059795664717,HU,Beier KG,,1,Beier KG
52,JMFQHUEV,GB52NWJY05059795664717,HU,Hein Stiftung & Co. KG,Ruppersbergerplatz  66 67581Koblen,1,Hein Stiftung & Co. KG
53,JMFQHUEV,GB52NWJY05059795664717,HU,Mielcarek Mangold GmbH & Co. KGaA,,1,Mielcarek Mangold GmbH & Co. KGaA
54,JMFQHUEV,GB52NWJY05059795664717,HU,Rogge,,1,Rogge
55,JMFQHUEV,GB52NWJY05059795664717,HU,Ebert,,1,Ebert
56,JMFQHUEV,GB52NWJY05059795664717,HU,Holsten GmbH & Co. KG,,1,Holsten GmbH & Co. KG
57,ELLPDMDS,FR7496952758392710620635569,DM,Bähr Scheuermann Stiftung & Co. KGaA,,1,Bähr Scheuermann Stiftung & Co. KGaA
58,ELLPDMDS,FR7496952758392710620635569,DM,Scheuermann GmbH & Co. KGaA,,1,Scheuermann GmbH & Co. KGaA
