,BIC,AccountNumber,CTRYbnk,Name,Address,IsShared,Holder
0,GKTHMDUU,IT02Z4487932859209918713310,MD,Juncken S.c.,,0,Juncken
1,YHLJBIC1,DE04027697099284362720,BI,"Simmons, Reese Inds. Gallegos",,0,"Simmons, Reese and Gallegos"
2,VNMRLCPR,FR0552683459658756614375114,LC,UPS,,1,UPS
3,VNMRLCPR,FR0552683459658756614375114,LC,TMF Group .Grp.,&&&,1,TMF Group
4,VNMRLCPR,FR0552683459658756614375114,LC,Kerkhof & van Kuijc van Malsen,,1,Kerkhof & van Kuijc van Malsen
5,OATONOKR,GB28GXSL59906244800789,NO,Eimer,,0,Eimer
6,GCRKTCFA,ES4798306071007388917287,TC,"Pennetta, Caboto e Lussu e figli",,0,"Pennetta, Caboto e Lussu e figli"
7,ULGPSTDH,GB54TULL40278060736939,ST,Schulz,,1,Schulz
8,ULGPSTDH,GB54TULL40278060736939,ST,Rust GmbH & Co. KG,,1,Rust GmbH & Co. KG
9,ULGPSTDH,GB54TULL40278060736939,ST,Linke GbR,Germany,1,Linke GbR
10,CJZTAUQH,GB07PRNM96831163332380,AU,Shaw-Rodriguez,& &,1,Shaw-Rodriguez
11,CJZTAUQH,GB07PRNM96831163332380,AU,"Rodriguez, Vaughn and Wilson",,1,"Rodriguez, Vaughn and Wilson"
12,WGKKBQLD,ES6644230595627208131874,BQ,van de BV,,0,van de Water BV
13,RPXNAUT2,FR1690485924967108236552236,AU,Ortiz Merritt Srl,,1,Ortiz-Merritt
14,RPXNAUT2,FR1690485924967108236552236,AU,"AlexInd.er, Lewis Smith",,1,"Alexander, Lewis and Smith"
15,RPXNAUT2,FR1690485924967108236552236,AU,"Jensen, Miller and Lee",0534 Gary Run Suite 045 North Timothyfort/VT 65415,1,"Jensen, Miller and Lee"
16,OAJAPYLW,GB67HHBS96276371770053,PY,Consultoría Valenciano S.Com.,,1,Consultoría Valenciano S.Com.
17,OAJAPYLW,GB67HHBS96276371770053,PY,Familia Huerta S.Coop.,"14056,Acceso de Leonel Santos/Ceuta",1,Familia Huerta S.Coop.
18,OAJAPYLW,GB67HHBS96276371770053,PY,Recio y Almazán S.L.,12619-La Rioja,1,Recio y Almazán S.L.
19,OAJAPYLW,GB67HHBS96276371770053,PY,Tecnologías Ibéricos S.A.,Baleares,1,Tecnologías Ibéricos S.A.
20,QAQPETEO,GB60ZOFR96740670854099,ET,"Angeli, Jacuzzi-e Ferragamo e figli",,0,"Angeli, Jacuzzi e Ferragamo e figli"
21,JNSSKRPW,IT50L8221861117162948492751,KR,Davies Fleming Co,,0,Davies-Fleming
22,SXZMSSXZ,GB18FETF96617670959125,SS,Hnos Morera S.Com.,,1,Hnos Morera S.Com.
23,SXZMSSXZ,GB18FETF96617670959125,SS,Aarón Zorrilla Ferrándiz,,1,Aarón Zorrilla Ferrándiz S.A.
24,SXZMSSXZ,GB18FETF96617670959125,SS,Soluciones Zabala S.L.L.,,1,Soluciones Zabala S.L.L.
25,QYBOGBEV,IT94M8487305245882367645509,GB,"Argentero, Montanelli e Garrone Group",,1,"Argentero, Montanelli e Garrone Group"
26,QYBOGBEV,IT94M8487305245882367645509,GB,Correr-Briccialdi Group,,1,Correr-Briccialdi Group
27,QYBOGBEV,IT94M8487305245882367645509,GB,Comeriato Virgilio s.r.l.,Legnago Italia,1,Comeriato-Virgilio s.r.l.
28,LIKAUMP1,GB34BDND06198142624971,UM,Jones-Harrison,United Kingdom,1,Jones-Harrison
29,LIKAUMP1,GB34BDND06198142624971,UM,Ellis Hall S.C.A.R.L,,1,Ellis-Hall
