,BIC,AccountNumber,CTRYbnk,Name,Address,IsShared,Holder
0,YWFDUYTI,ES3177388845780048623660,UY,"Giunti, Juvara e Casagrande e figli",##,1,"Giunti, Juvara e Casagrande e figli"
1,YWFDUYTI,ES3177388845780048623660,UY,Malipiero Group,"Vicolo Silvestro Piano 3,Pescara/(PE) IT",1,Malipiero Group
2,YWFDUYTI,ES3177388845780048623660,UY,"Malipiero,Group Gp.",,1,Malipiero Group
3,YWFDUYTI,ES3177388845780048623660,UY,Malipiero,,1,Malipiero Group
4,YWFDUYTI,ES3177388845780048623660,UY,"Strangio, Errani e Broschi e figli",,1,"Strangio, Errani e Broschi e figli"
5,YWFDUYTI,ES3177388845780048623660,UY,"Strangio,- Errani e Broschi figli",,1,"Strangio, Errani e Broschi e figli"
6,YWFDUYTI,ES3177388845780048623660,UY,"Strangio, Errani e e figli",,1,"Strangio, Errani e Broschi e figli"
7,YWFDUYTI,ES3177388845780048623660,UY,"Strangio,.Errani/e e figli",Tiriolo Italia,1,"Strangio, Errani e Broschi e figli"
8,YWFDUYTI,ES3177388845780048623660,UY,"Strangio, Errani e e. figli",,1,"Strangio, Errani e Broschi e figli"
9,YWFDUYTI,ES3177388845780048623660,UY,"Strangio,-Errani  e Broschi- figli",,1,"Strangio, Errani e Broschi e figli"
10,YWFDUYTI,ES3177388845780048623660,UY,"Strangio, Errani e Broschi - e figli",Tiriolo Italia,1,"Strangio, Errani e Broschi e figli"
11,YWFDUYTI,ES3177388845780048623660,UY,"Strangio,. Errani e Broschi .e figli",Incrocio Franco  Tiriolo (CZ)Italia,1,"Strangio, Errani e Broschi e figli"
12,YWFDUYTI,ES3177388845780048623660,UY,"Strangio, Errani e-e figli",,1,"Strangio, Errani e Broschi e figli"
13,YWFDUYTI,ES3177388845780048623660,UY,"Strangio, Errani e Broschi e figli",,1,"Strangio, Errani e Broschi e figli"
14,YWFDUYTI,ES3177388845780048623660,UY,"Strangio, Errani e Broschi e figli",,1,"Strangio, Errani e Broschi e figli"
15,YWFDUYTI,ES3177388845780048623660,UY,"Strangio,- Errani e-e figli",,1,"Strangio, Errani e Broschi e figli"
16,YWFDUYTI,ES3177388845780048623660,UY,"Strangio, Errani e Broschi e figli",,1,"Strangio, Errani e Broschi e figli"
17,YWFDUYTI,ES3177388845780048623660,UY,"Strangio, Errani e Broschi e figli",,1,"Strangio, Errani e Broschi e figli"
18,YWFDUYTI,ES3177388845780048623660,UY,"Strangio, Errani e-Broschi e figli",,1,"Strangio, Errani e Broschi e figli"
19,YWFDUYTI,ES3177388845780048623660,UY,"Strangio, Errani. e Broschi e figli",Tiriolo Italia,1,"Strangio, Errani e Broschi e figli"
20,YWFDUYTI,ES3177388845780048623660,UY,"Strangio, Errani e Broschi e figli",,1,"Strangio, Errani e Broschi e figli"
21,YWFDUYTI,ES3177388845780048623660,UY,"Strangio, Errani e e figli","Incrocio Franco,Tiriolo-(CZ Italia",1,"Strangio, Errani e Broschi e figli"
22,YWFDUYTI,ES3177388845780048623660,UY,"Strangio, Errani e Broschi/e figli",Tiriolo Italia,1,"Strangio, Errani e Broschi e figli"
23,YWFDUYTI,ES3177388845780048623660,UY,"Strangio, Errani e Broschi e figli",,1,"Strangio, Errani e Broschi e figli"
24,YWFDUYTI,ES3177388845780048623660,UY,"Strangio, Errani .e Broschi - e figli",88056 Triolo,1,"Strangio, Errani e Broschi e figli"
25,YWFDUYTI,ES3177388845780048623660,UY,"Strangio, Errani e Broschi e",Incrocio Franco 34  88056 Tiriolo CZ,1,"Strangio, Errani e Broschi e figli"
26,YWFDUYTI,ES3177388845780048623660,UY,"Strangio, Errani Broschi e figli",,1,"Strangio, Errani e Broschi e figli"
27,YWFDUYTI,ES3177388845780048623660,UY,"Strangio, - Errani e Broschi e figli",,1,"Strangio, Errani e Broschi e figli"
28,YWFDUYTI,ES3177388845780048623660,UY,"Strangio, Errani e Broschi e figli",,1,"Strangio, Errani e Broschi e figli"
29,YWFDUYTI,ES3177388845780048623660,UY,"Strangio,/Errani Broschi,e figli",Tiriolo IT,1,"Strangio, Errani e Broschi e figli"
30,YWFDUYTI,ES3177388845780048623660,UY,"Strangio, Errani e e figli",,1,"Strangio, Errani e Broschi e figli"
31,YWFDUYTI,ES3177388845780048623660,UY,"Strangio, Errani e Broschi e figli","88056,Tiriolo",1,"Strangio, Errani e Broschi e figli"
32,YWFDUYTI,ES3177388845780048623660,UY,"Strangio, Errani e Broschi .e figli",,1,"Strangio, Errani e Broschi e figli"
33,YWFDUYTI,ES3177388845780048623660,UY,"Strangio, Errani e Broschi e figli",,1,"Strangio, Errani e Broschi e figli"
34,YWFDUYTI,ES3177388845780048623660,UY,"Strangio, Errani e e figli",,1,"Strangio, Errani e Broschi e figli"
