,BIC,AccountNumber,CTRYbnk,Name,Address,IsShared,Holder
0,AGQEMQBU,GB67UCBU84199462792514,MQ,Griffiths-Carr,Robinsonville GB,1,Griffiths-Carr
1,AGQEMQBU,GB67UCBU84199462792514,MQ,Foster and Sons,,1,Foster and Sons
2,AGQEMQBU,GB67UCBU84199462792514,MQ,Foster,Dodd knolls529 North Dominicview  GB,1,Foster and Sons
3,AGQEMQBU,GB67UCBU84199462792514,MQ,Foster Inds Sons,,1,Foster and Sons
4,AGQEMQBU,GB67UCBU84199462792514,MQ,Johnson Harrison,,1,Johnson-Harrison
5,AGQEMQBU,GB67UCBU84199462792514,MQ,"Johnson - Harrison .S.U. .r,l","Flat 8 Potter spurs,Lake Tracy-TS7 7QS",1,Johnson-Harrison
6,AGQEMQBU,GB67UCBU84199462792514,MQ,Johnson. Harrison- S.C. - r/l,,1,Johnson-Harrison
7,AGQEMQBU,GB67UCBU84199462792514,MQ,"Johnson. Harrison/S.c.,r.l",Potter spurs Lake Trcy  United Kingdom,1,Johnson-Harrison
8,AGQEMQBU,GB67UCBU84199462792514,MQ,"Johnson. Harrison,S.U. .r- l",,1,Johnson-Harrison
9,AGQEMQBU,GB67UCBU84199462792514,MQ,Johnson-Harrison.,Potter spurs Lake Tracy GB,1,Johnson-Harrison
10,AGQEMQBU,GB67UCBU84199462792514,MQ,Johnson.Harrison. S.a..r - l,,1,Johnson-Harrison
11,AGQEMQBU,GB67UCBU84199462792514,MQ,Johnson- Harrison.,"Poter spurs,Lake Tracy  United Kingdom",1,Johnson-Harrison
12,AGQEMQBU,GB67UCBU84199462792514,MQ,"Johnson,Harrison/S.a.. r - l",Lake Tracy United Kingdom,1,Johnson-Harrison
13,AGQEMQBU,GB67UCBU84199462792514,MQ,Johnson. Harrison - S.c.. r/l,,1,Johnson-Harrison
14,AGQEMQBU,GB67UCBU84199462792514,MQ,"Johnson- Harrison,",,1,Johnson-Harrison
15,AGQEMQBU,GB67UCBU84199462792514,MQ,Ahmed PLC,,1,Ahmed PLC
16,KOBGGSFQ,GB61DEVV68835192336538,GS,Laroche Carlier S.A.R.L.,,0,Laroche Carlier S.A.R.L.
17,KOBGGSFQ,GB61DEVV68835192336538,GS,Laroche Carlier S.c.a.r.l.,,0,Laroche Carlier S.A.R.L.
18,KOBGGSFQ,GB61DEVV68835192336538,GS,Laroche Carlier S.c.a.r.l,,0,Laroche Carlier S.A.R.L.
19,KOBGGSFQ,GB61DEVV68835192336538,GS,Laroche Carlier,,0,Laroche Carlier S.A.R.L.
20,KOBGGSFQ,GB61DEVV68835192336538,GS,Laroche  Carlier S.C.A.R.L.,,0,Laroche Carlier S.A.R.L.
21,KOBGGSFQ,GB61DEVV68835192336538,GS,Laroche Carlier,,0,Laroche Carlier S.A.R.L.
22,KOBGGSFQ,GB61DEVV68835192336538,GS,Laroche Carlier,,0,Laroche Carlier S.A.R.L.
23,KOBGGSFQ,GB61DEVV68835192336538,GS,Laroche  Carlier,,0,Laroche Carlier S.A.R.L.
24,KOBGGSFQ,GB61DEVV68835192336538,GS,Laroche-Carlier S.c.a.r.l,,0,Laroche Carlier S.A.R.L.
25,KOBGGSFQ,GB61DEVV68835192336538,GS,Laroche Carlier S.c.a.r.l,,0,Laroche Carlier S.A.R.L.
26,KOBGGSFQ,GB61DEVV68835192336538,GS,Laroche Carlier.SCARL,1 KleinBourg  aveue de GaillardKleinBourg,0,Laroche Carlier S.A.R.L.
27,HIVLATYP,GB54XXEB61284998277659,AT,Börner,,1,Börner
28,HIVLATYP,GB54XXEB61284998277659,AT,Holt OHG mbH,Magrt-Sontag-Weg/Pasewalk  Pasewalk  Germany,1,Holt OHG mbH
29,HIVLATYP,GB54XXEB61284998277659,AT,Holt  OHG mbH,,1,Holt OHG mbH
30,HIVLATYP,GB54XXEB61284998277659,AT,Holt OHG mbH,,1,Holt OHG mbH
31,HIVLATYP,GB54XXEB61284998277659,AT,"Holt OHG,mbH",,1,Holt OHG mbH
32,HIVLATYP,GB54XXEB61284998277659,AT,Trupp Dussen van GmbH & Co. OHG,,1,Trupp Dussen van GmbH & Co. OHG
33,HIVLATYP,GB54XXEB61284998277659,AT,Trupp Dussen van GmbH .Comp. OHG,,1,Trupp Dussen van GmbH & Co. OHG
34,HIVLATYP,GB54XXEB61284998277659,AT,Trupp Dussen van GmbH & Comp. OHG,,1,Trupp Dussen van GmbH & Co. OHG
35,HIVLATYP,GB54XXEB61284998277659,AT,Trupp Dussen van GmbH &,,1,Trupp Dussen van GmbH & Co. OHG
36,HIVLATYP,GB54XXEB61284998277659,AT,Trupp Dussen van GmbH &,12918 Groß-Gerau,1,Trupp Dussen van GmbH & Co. OHG
37,HIVLATYP,GB54XXEB61284998277659,AT,Trupp Dussen van GmbH & Comp. OHG,Bernward-Junitz-Ring Groß-erau-Groß-Gerau Germany,1,Trupp Dussen van GmbH & Co. OHG
38,HIVLATYP,GB54XXEB61284998277659,AT,Trupp Dussen- van GmbH & OHG,,1,Trupp Dussen van GmbH & Co. OHG
39,HIVLATYP,GB54XXEB61284998277659,AT,Bolnbach KG,,1,Bolnbach KG
40,UIDAJPST,GB05SUBE04559272365149,JP,Lerner SPA,,1,Lerner SPA
41,UIDAJPST,GB05SUBE04559272365149,JP,Lerner,"Incrocio Donatella,5,28833 Brovello Carpugnino-VB",1,Lerner SPA
42,UIDAJPST,GB05SUBE04559272365149,JP,Lerner,,1,Lerner SPA
43,UIDAJPST,GB05SUBE04559272365149,JP,Rosmini-Oliboni Group,,1,Rosmini-Oliboni Group
44,UIDAJPST,GB05SUBE04559272365149,JP,"Muti, Tomaselli e Sanudo e figli",,1,"Muti, Tomaselli e Sanudo e figli"
45,UIDAJPST,GB05SUBE04559272365149,JP,Bocelli Group,Piano 4 Contrada Peano  Milano,1,Bocelli Group
46,UIDAJPST,GB05SUBE04559272365149,JP,"Cadorna, Sagese e Caironi e figli",Canale Battisti 310 39027 Resia/BZ,1,"Cadorna, Sagese e Caironi e figli"
47,UIDAJPST,GB05SUBE04559272365149,JP,Bajamonti SPA,,1,Bajamonti SPA
48,UIDAJPST,GB05SUBE04559272365149,JP,Cainero-Calbo Group,,1,Cainero-Calbo Group
49,UIDAJPST,GB05SUBE04559272365149,JP,"Bompiani, Toso e Puglisi s.r.l.",,1,"Bompiani, Toso e Puglisi s.r.l."
50,UIDAJPST,GB05SUBE04559272365149,JP,"Bompiani, Toso e Puglisi",Sorano,1,"Bompiani, Toso e Puglisi s.r.l."
51,LAXRGLIJ,GB52ISAH98523303476231,GL,Walker Group,"33  Evans heights,North Declantown",1,Walker Group
52,LAXRGLIJ,GB52ISAH98523303476231,GL,"Fox, Webb and Clark",,1,"Fox, Webb and Clark"
53,LAXRGLIJ,GB52ISAH98523303476231,GL,Rhodes and Sons,,1,Rhodes and Sons
54,LAXRGLIJ,GB52ISAH98523303476231,GL,Rhodes Industries Sons,,1,Rhodes and Sons
55,LAXRGLIJ,GB52ISAH98523303476231,GL,Rhodes,,1,Rhodes and Sons
56,LAXRGLIJ,GB52ISAH98523303476231,GL,Rhodes Inds. Sons,,1,Rhodes and Sons
57,LAXRGLIJ,GB52ISAH98523303476231,GL,Rhodes,Declan hollow  Taylorview United Kingdom,1,Rhodes and Sons
58,LAXRGLIJ,GB52ISAH98523303476231,GL,Rhodes Inds Sons,Taylorview United Kingdom,1,Rhodes and Sons
59,LAXRGLIJ,GB52ISAH98523303476231,GL,Rhodes Inds.,Taylorview GB,1,Rhodes and Sons
60,LAXRGLIJ,GB52ISAH98523303476231,GL,Rhodes,,1,Rhodes and Sons
61,LAXRGLIJ,GB52ISAH98523303476231,GL,Rhodes Industries Sons,United Kingdom,1,Rhodes and Sons
62,LAXRGLIJ,GB52ISAH98523303476231,GL,Sharp Ltd,X X,1,Sharp Ltd
63,LAXRGLIJ,GB52ISAH98523303476231,GL,Sharp Ltd Glb.,,1,Sharp Ltd
64,LAXRGLIJ,GB52ISAH98523303476231,GL,Sharp Ltd Glob.,&&,1,Sharp Ltd
65,LAXRGLIJ,GB52ISAH98523303476231,GL,Sharp,,1,Sharp Ltd
66,LAXRGLIJ,GB52ISAH98523303476231,GL,Sharp Ltd Global,,1,Sharp Ltd
67,LAXRGLIJ,GB52ISAH98523303476231,GL,Sharp LTD Glb,,1,Sharp Ltd
68,LAXRGLIJ,GB52ISAH98523303476231,GL,Sharp Ltd. Glb,,1,Sharp Ltd
69,LAXRGLIJ,GB52ISAH98523303476231,GL,Sharp,,1,Sharp Ltd
70,LAXRGLIJ,GB52ISAH98523303476231,GL,Sharp Ltd Glb,,1,Sharp Ltd
71,AVCDVCCX,GB83TYVE86216230624718,VC,Rocher,Sainte Vicor FR,0,Rocher
72,PGFQPNPO,FR6926604780357600937100923,PN,Porcellato Group,,0,Porcellato Group
73,PGFQPNPO,FR6926604780357600937100923,PN,Porcellato Grp .S.A.P.A.,13884-Sala Biellese,0,Porcellato Group
74,PGFQPNPO,FR6926604780357600937100923,PN,Porcellato Group SAPA,Sala Biellese IT,0,Porcellato Group
75,PGFQPNPO,FR6926604780357600937100923,PN,Porcellato Gp. S.A.P.A.,-,0,Porcellato Group
76,PGFQPNPO,FR6926604780357600937100923,PN,Porcellato Group .SAPA,Pizza Cabrini 8/13884 SalaBiellese/BI,0,Porcellato Group
77,PGFQPNPO,FR6926604780357600937100923,PN,Porcellato Group S.A.P.A,,0,Porcellato Group
78,PGFQPNPO,FR6926604780357600937100923,PN,Porcellato Gp. S.A.P.A.,,0,Porcellato Group
79,ZZKMMHML,FR7964778771913213406795108,MH,"Hill, Wilson and Bolton",,0,"Hill, Wilson and Bolton"
80,ZZKMMHML,FR7964778771913213406795108,MH,"Hill, Wilson",,0,"Hill, Wilson and Bolton"
81,ZZKMMHML,FR7964778771913213406795108,MH,"Hill, Wilson/Ind. Bolton",,0,"Hill, Wilson and Bolton"
82,ZZKMMHML,FR7964778771913213406795108,MH,"Hill, Wilson",,0,"Hill, Wilson and Bolton"
83,ZZKMMHML,FR7964778771913213406795108,MH,"Hill, Wilson",Shaw plainNorth Annechester United Kingdom,0,"Hill, Wilson and Bolton"
84,GBSYSMUO,GB07NEWD10797594811548,SM,Costa Silveira S/A,Brazil,1,Costa Silveira S/A
85,GBSYSMUO,GB07NEWD10797594811548,SM,Teixeira,"Vereda Cldeira,RN,São CristóvãoBrazil",1,Teixeira
86,GBSYSMUO,GB07NEWD10797594811548,SM,Farias,,1,Farias
87,GBSYSMUO,GB07NEWD10797594811548,SM,F.rias,,1,Farias
88,GBSYSMUO,GB07NEWD10797594811548,SM,Campos Barros S/A,,1,Campos Barros S/A
89,BMPWBHZX,GB97JKHF96680096637200,BH,"Taylor, Hardy and Davies",,0,"Taylor, Hardy and Davies"
90,BMPWBHZX,GB97JKHF96680096637200,BH,"Taylor, Hardy","Flat 30Y Patricia fields,Harrisonhaven M08 8QE",0,"Taylor, Hardy and Davies"
91,BMPWBHZX,GB97JKHF96680096637200,BH,"Taylor, Hardy Inds Davies",Harrisonhaven,0,"Taylor, Hardy and Davies"
92,BMPWBHZX,GB97JKHF96680096637200,BH,"Taylor, Hardy Industries Davies",Patricia fields/Harrisonhaven United Kingdom,0,"Taylor, Hardy and Davies"
93,BMPWBHZX,GB97JKHF96680096637200,BH,"Taylor,  Hardy Davies",,0,"Taylor, Hardy and Davies"
94,BMPWBHZX,GB97JKHF96680096637200,BH,"Taylor, Hardy Ind. Davies",,0,"Taylor, Hardy and Davies"
95,BMPWBHZX,GB97JKHF96680096637200,BH,"Taylor, Hardy Inds. Davies",,0,"Taylor, Hardy and Davies"
96,BCFDDKMW,ES7988516907319605483224,DK,Neways,,0,Neways
97,BCFDDKMW,ES7988516907319605483224,DK,Neways,,0,Neways
98,BCFDDKMW,ES7988516907319605483224,DK,Neways,,0,Neways
99,BCFDDKMW,ES7988516907319605483224,DK,Neways,"LucassteegWerhout Wernhout,Netherlands",0,Neways
100,YNODCUWU,ES4153957743436982862704,CU,Pereira Vieira - ME,,0,Pereira Vieira - ME
101,YNODCUWU,ES4153957743436982862704,CU,"Pereira Vieira  -ME,S.R.L.",Urca Brazil,0,Pereira Vieira - ME
102,YNODCUWU,ES4153957743436982862704,CU,Pereira Vieira - ME,Estação de Gonçalves RO rca-RO Brazil,0,Pereira Vieira - ME
103,MAOGVEFM,ES9450057178087379236749,VE,Koninklijke Vignon,,0,Koninklijke Vignon
104,MAOGVEFM,ES9450057178087379236749,VE,Koninklijke Vignon -,Netherlands,0,Koninklijke Vignon
105,NGWBBERU,ES6276177725136233616108,BE,Stadelmann,,1,Stadelmann
106,NGWBBERU,ES6276177725136233616108,BE,Beckmann,Kassel/Rosmarie-Killer-Allee  Kassel,1,Beckmann
107,NGWBBERU,ES6276177725136233616108,BE,Käster,55246Diephoz,1,Käster
108,NGWBBERU,ES6276177725136233616108,BE,Gude,,1,Gude
