,BIC,AccountNumber,CTRYbnk,Name,Address,IsShared,Holder
0,PRCHCCRO,DE79825390466367351699,CC,Clerc,Baron,1,Clerc
1,PRCHCCRO,DE79825390466367351699,CC,Colas Pichon SA,Potier-les-Bains France,1,Colas Pichon SA
2,PRCHCCRO,DE79825390466367351699,CC,Teixeira,,1,Teixeira
3,PRCHCCRO,DE79825390466367351699,CC,Teixeira,,1,Teixeira
4,PRCHCCRO,DE79825390466367351699,CC,Gilles,34633 Denis-les-Bains,1,Gilles
5,PRCHCCRO,DE79825390466367351699,CC,Valette,,1,Valette
6,PRCHCCRO,DE79825390466367351699,CC,Brun,PiresVille FR,1,Brun
7,PRCHCCRO,DE79825390466367351699,CC,Jacquet,"avenue de Dupré68 Ribeiroboeuf,Ribeiroboeuf-France",1,Jacquet
8,PRCHCCRO,DE79825390466367351699,CC,Berthelot,,1,Berthelot
9,PRCHCCRO,DE79825390466367351699,CC,Fernandez,Gosselin France,1,Fernandez
10,PRCHCCRO,DE79825390466367351699,CC,Adam et Fils,,1,Adam et Fils
11,PRCHCCRO,DE79825390466367351699,CC,Couturier,,1,Couturier
12,PRCHCCRO,DE79825390466367351699,CC,Gérard Jourdan et Fils,,1,Gérard Jourdan et Fils
13,PRCHCCRO,DE79825390466367351699,CC,Blanchard SARL,,1,Blanchard SARL
14,PRCHCCRO,DE79825390466367351699,CC,Toussaint SARL,,1,Toussaint SARL
15,PRCHCCRO,DE79825390466367351699,CC,Maillet,,1,Maillet
16,PRCHCCRO,DE79825390466367351699,CC,Deschamps,France,1,Deschamps
17,PRCHCCRO,DE79825390466367351699,CC,Regnier S.A.S.,,1,Regnier S.A.S.
18,JGJWYEGT,IT20W4428746041686831530710,YE,Hondeveld Groep,-,1,Hondeveld Groep
19,JGJWYEGT,IT20W4428746041686831530710,YE,Rouwhorst & Sterkman,Netherlands,1,Rouwhorst & Sterkman
20,JGJWYEGT,IT20W4428746041686831530710,YE,Mulder BV,,1,Mulder BV
21,JGJWYEGT,IT20W4428746041686831530710,YE,Mulder BV,Dalen Netherlands,1,Mulder BV
22,JGJWYEGT,IT20W4428746041686831530710,YE,Stichting van het Heerenveen,Milouhof/BuinerveenBuinerveen/Netherlands,1,Stichting van het Heerenveen
23,JGJWYEGT,IT20W4428746041686831530710,YE,Reesink,Vinceboulevard  Ouddorp Ouddorp Netherlands,1,Reesink
24,JGJWYEGT,IT20W4428746041686831530710,YE,Bierstraten NV,Kikibaan Silvolde/Silvolde/Netherlans,1,Bierstraten NV
25,JGJWYEGT,IT20W4428746041686831530710,YE,Bierstraten .NV,Netherlands,1,Bierstraten NV
26,JGJWYEGT,IT20W4428746041686831530710,YE,Royal Brievingh,,1,Royal Brievingh
27,JGJWYEGT,IT20W4428746041686831530710,YE,Kramp,,1,Kramp
28,JGJWYEGT,IT20W4428746041686831530710,YE,Cargill,,1,Cargill
29,JGJWYEGT,IT20W4428746041686831530710,YE,Citadel Enterprises,,1,Citadel Enterprises
30,JGJWYEGT,IT20W4428746041686831530710,YE,Royal Honing,"Victorsteeg Stoutenburg,Stoutnburg Netherlands",1,Royal Honing
31,JGJWYEGT,IT20W4428746041686831530710,YE,Rousselet & Kamp,,1,Rousselet & Kamp
32,JGJWYEGT,IT20W4428746041686831530710,YE,Rousselet. &. Kamp,"Puksteeg,42142GM-Denekamp",1,Rousselet & Kamp
33,JGJWYEGT,IT20W4428746041686831530710,YE,Rousselet.&-Kamp,,1,Rousselet & Kamp
34,JGJWYEGT,IT20W4428746041686831530710,YE,Rousselet/&-Kamp,,1,Rousselet & Kamp
35,JGJWYEGT,IT20W4428746041686831530710,YE,"Rousselet,&-Kamp",,1,Rousselet & Kamp
36,JGJWYEGT,IT20W4428746041686831530710,YE,"Rousselet,&. Kamp",Denekamp NL,1,Rousselet & Kamp
37,JGJWYEGT,IT20W4428746041686831530710,YE,"Rousselet. &,Kamp",,1,Rousselet & Kamp
38,JGJWYEGT,IT20W4428746041686831530710,YE,"Rousselet,&-Kamp",Denekamp NL,1,Rousselet & Kamp
39,JGJWYEGT,IT20W4428746041686831530710,YE,Rousselet .& .Kamp,,1,Rousselet & Kamp
40,JGJWYEGT,IT20W4428746041686831530710,YE,"Rousselet,& .Kamp",,1,Rousselet & Kamp
41,JGJWYEGT,IT20W4428746041686831530710,YE,Rousselet.  &.Kamp,Puksteeg/Denekamp Denekamp Netherlands,1,Rousselet & Kamp
42,JGJWYEGT,IT20W4428746041686831530710,YE,Rousselet.&. Kamp,,1,Rousselet & Kamp
43,JGJWYEGT,IT20W4428746041686831530710,YE,"Rousselet - &,Kamp",Puksteeg Denekamp  Denekamp Netherlands,1,Rousselet & Kamp
44,JGJWYEGT,IT20W4428746041686831530710,YE,"Rousselet,&. Kamp",,1,Rousselet & Kamp
45,JGJWYEGT,IT20W4428746041686831530710,YE,Rousselet  .&/Kamp,enekamp,1,Rousselet & Kamp
46,JGJWYEGT,IT20W4428746041686831530710,YE,Rousselet.& .Kamp,,1,Rousselet & Kamp
