,BIC,AccountNumber,CTRYbnk,Name,Address,IsShared,Holder
0,VXRBGMMA,FR5276695355388027670927821,GM,Kramer AG,,0,Kramer AG & Co. KG
1,VAEAKZOU,IT87J5664392582322577074471,KZ,Jackson LTD,Lake Dawnton GB,0,Jackson Ltd
2,TXSWBYVL,IT67O0039619392463599037571,BY,Cianciolo.,,0,Cianciolo SPA
3,KTBYPLRU,NL93RIXK4457375003,PL,van Noordeloos & Groote,,1,van Noordeloos & Groote
4,KTBYPLRU,NL93RIXK4457375003,PL,Huijbrechts BV,,1,Huijbrechts BV
5,VRMAMQQM,GB85FGRT98992156881521,MQ,Banca Privada y asociados S.Coop.,-- - -,0,Banca Privada Menendez y asociados S.Coop.
6,XOTKGYPU,DE79948336439004983099,GY,Pulci Molesini s.r.l.,Viale Elmo  Bagnarola,0,Pulci-Molesini s.r.l.
7,KCCJGRQA,NL91OSID1347994810,GR,Smith and Sons,,1,Smith and Sons
8,KCCJGRQA,NL91OSID1347994810,GR,"Lopez, Moore",,1,"Lopez, Moore and Nelson"
9,KCCJGRQA,NL91OSID1347994810,GR,"Mays, Davila and Jacobs",,1,"Mays, Davila and Jacobs"
10,DDZRETVY,GB98GCQP36259472460760,ET,"Holmes, Griffiths Inds Shah",,1,"Holmes, Griffiths and Shah"
11,DDZRETVY,GB98GCQP36259472460760,ET,Byrne-Spencer,,1,Byrne-Spencer
12,VDKMNAIJ,GB77AGXX17548198729417,NA,"Lowe, Owens.",,1,"Lowe, Owens and Turner"
13,VDKMNAIJ,GB77AGXX17548198729417,NA,"Lloyd, Noble and Chapman",Curtisville United Kingdom,1,"Lloyd, Noble and Chapman"
14,SAPFGQYE,IT25M9923844593032135802874,GQ,Otto GmbH & Co. KG,"Ruth-Dörr-Weg-FallingbostelFallingbostel,Gerany",0,Otto GmbH & Co. KG
15,AEPOKMRC,DE39105279849154777597,KM,"Scott, Savage",,0,"Scott, Savage and King"
16,YOIBBAOB,ES4364136688173432140058,BA,Adriaansen & Stamrood,,1,Adriaansen & Stamrood
17,YOIBBAOB,ES4364136688173432140058,BA,Royal de S.A. -  Fleche,Wormer,1,Royal de la Fleche
18,YOIBBAOB,ES4364136688173432140058,BA,Spruyt. NV. SPA,Katestraat Strijensas/Strijensas Netherlands,1,Spruyt NV
19,UKYHMYTM,DE86361979670190604686,MY,Hardy PLC,,1,Hardy PLC
20,UKYHMYTM,DE86361979670190604686,MY,"Ford, Warren",United Kingdom,1,"Ford, Warren and Bailey"
21,ZYWCBAOL,ES6248897443301939935692,BA,Kostolzin KGaA,,0,Kostolzin KGaA
22,TYAKQAUB,DE80490737470834056137,QA,Kusch Albers GmbH &,,1,Kusch Albers GmbH & Co. KGaA
23,TYAKQAUB,DE80490737470834056137,QA,Trapp GmbH & Co. KG,Nohlmansgasse 3/3  50352  emmin,1,Trapp GmbH & Co. KG
24,TYAKQAUB,DE80490737470834056137,QA,Hahn Schüler AG & Co. KG,,1,Hahn Schüler AG & Co. KG
25,CBMDSYSS,DE74268322245102980706,SY,"Necci, Stein e Totino s.r.l.",Bertonico,1,"Necci, Stein e Totino s.r.l."
26,CBMDSYSS,DE74268322245102980706,SY,"Antonini, Peranda e Parri SPA",20139/Milano,1,"Antonini, Peranda e Parri SPA"
27,CBMDSYSS,DE74268322245102980706,SY,"Balla, Cossiga e Pezzali s.r.l.",Italia,1,"Balla, Cossiga e Pezzali s.r.l."
28,KFLBBYDA,FR7816049075143661667920472,BY,Martinair,,1,Martinair
29,KFLBBYDA,FR7816049075143661667920472,BY,Koninklijke Sprong,Velsen-NoordSophiaboulevard Velsen-Noord,1,Koninklijke Sprong
30,SDLPAZLR,NL16ZTLI3825683296,AZ,Olmedo y S.Com.,18716 Lugo,0,Olmedo y Ariza S.Com.
31,ICVYGSKP,GB31MYAD96611454716570,GS,"Lima,Costela S.a.",,1,Lima Costela S/A
32,ICVYGSKP,GB31MYAD96611454716570,GS,Nascimento Ltda.,,1,Nascimento Ltda.
33,ICVYGSKP,GB31MYAD96611454716570,GS,da Luz - EI,Petropolis Brazil,1,da Luz - EI
34,ICVYGSKP,GB31MYAD96611454716570,GS,Dias- Limited,"Pátio Bruno Rodrigues-60 Urca,73841-741 Araújo  SC",1,Dias
35,CGTMPFZS,ES8744634566153436086120,PF,Wähner,# # ##,1,Wähner
36,CGTMPFZS,ES8744634566153436086120,PF,Spieß,SchleizFiliz-Pölitz-Straße Schleiz,1,Spieß
37,CGTMPFZS,ES8744634566153436086120,PF,Barkholz Röhricht AG & Co. KG,,1,Barkholz Röhricht AG & Co. KG
38,CGTMPFZS,ES8744634566153436086120,PF,Röhrdanz KG,Bekir-Stadelmann-Straße Uelzen  Uelzen  Germany,1,Röhrdanz KG
39,GLUTMKBM,NL55CGQQ5716005517,MK,Blanc.et,,0,Blanchet
40,EVDNBGAI,GB45WPZH90947734208615,BG,Bell Middleton,,0,Bell-Middleton
41,FXYHEHFI,IT45X3048108720333370046808,EH,The Greenery,Vajènpad  SpaubeekSpaubeek NL,1,The Greenery
42,FXYHEHFI,IT45X3048108720333370046808,EH,AC Restaurants,,1,AC Restaurants
43,KNPQSAYB,IT05Y1230965283471140727414,SA,May-Williams,,1,May-Williams
44,KNPQSAYB,IT05Y1230965283471140727414,SA,Wilkins-Cooke,,1,Wilkins-Cooke
45,KNPQSAYB,IT05Y1230965283471140727414,SA,Miller-Davies,,1,Miller-Davies
46,KZJJMQEJ,FR7201765586854517313927311,MQ,"Fox, Miller and Robinson",Charlene lightsFroststad United Kingdom,1,"Fox, Miller and Robinson"
47,KZJJMQEJ,FR7201765586854517313927311,MQ,"Wilson, Parry and Jones",,1,"Wilson, Parry and Jones"
48,KZJJMQEJ,FR7201765586854517313927311,MQ,"Vincent, Heath and Smith",Lewis prairie/Allanboroug GB,1,"Vincent, Heath and Smith"
49,APPCCUAA,IT22M4514382937974267272142,CU,Aubert S.A.,,0,Aubert S.A.
50,HHSTPWRG,ES6556821502545279560994,PW,Oemencs .& Schatteleijn,,0,Oemencs & Schatteleijn
51,WNBFECGD,GB02JTOX84304229382577,EC,Lima Caldeira e .Filhos,,0,Lima Caldeira e Filhos
52,CXFNISHC,GB75EFXL74403338653690,IS,Supermercados - RUD,08424 Pasaje de Edmundo Novoa 69 Puerta-Tarragona,0,Supermercados RUD S.Coop.
53,HAZQCYSR,GB41GFBN47361005192077,CY,Morgan Murphy,_,0,Morgan-Murphy
54,HXJFGROK,IT33C9281991543549918512704,GR,Lippomano S.P.A. S.C.A.R.L,Romanengo,0,Lippomano SPA
55,RRBXLSCJ,GB25BMBF87809567492447,LS,Knappe Tintzmann AG,Hildesheim DE,0,Knappe Tintzmann AG
56,RDLKASJV,IT45A7422800485849659488688,AS,"Roman, Brooks and Willis",Thomas Island 624 12546  Wolfborough IN-United States,1,"Roman, Brooks and Willis"
57,RDLKASJV,IT45A7422800485849659488688,AS,Arnold PLC,,1,Arnold PLC
58,GSHJTDYV,ES7953051797587316025194,TD,Farias SA,,0,Farias S/A
59,DNEQARX0,IT61J3159977494091174836342,AR,Consultoría Castellana S.C,Murcia ES,0,Consultoría Castellana S.C.P
60,RGHKZMKU,GB22OGOT72936591017424,ZM,Risma.& Peeters,,0,Risma & Peeters
61,QRAZBBOH,DE51615839447131174725,BB,Besson  S.A.R.L..,,1,Besson S.A.R.L.
62,QRAZBBOH,DE51615839447131174725,BB,Masson Charrier S.A.R.L.,Marie-sur-Mer FR,1,Masson Charrier S.A.R.L.
63,VCMVSSUB,DE39615049584491465164,SS,"Prince, Branch and Caldwell","Wong Village Suite 939 2956 63516 Ne Stacyfurt,VIUnited States",1,"Prince, Branch and Caldwell"
64,VCMVSSUB,DE39615049584491465164,SS,Williams-Garcia,United States,1,Williams-Garcia
65,KANNDMOL,GB37GWLS97251618641204,DM,Koninklijke- van Breukelveen,9570 PN Oostrwolde,0,Koninklijke van Breukelveen
66,UPVDIRHE,ES6006301226623764330616,IR,Coulon Le Goff S.A.R.L.,#  # #,1,Coulon Le Goff S.A.R.L.
67,UPVDIRHE,ES6006301226623764330616,IR,Ribeiro Pottier SARL,,1,Ribeiro Pottier SARL
68,BHOJBAUG,FR2869032136756450340568043,BA,Conrado Leiva Sevillano,,0,Conrado Leiva Sevillano S.C.P
69,BECFETQY,ES3014104697387336867966,ET,Industrias Quintero y - asociados SC,Spain,1,Industrias Quintero y asociados S.L.
70,BECFETQY,ES3014104697387336867966,ET,Grupo Cabañas S.L.,,1,Grupo Cabañas S.L.
71,MBYZTOEE,DE72556316060443021452,TO,"Badoglio, Filippini e Tiepolo S.P.A.",Stretto Briccialdi Piano 5 Massimeno  TN IT,1,"Badoglio, Filippini e Tiepolo SPA"
72,MBYZTOEE,DE72556316060443021452,TO,"Morellato, Caccioppoli e Polizzi Group",,1,"Morellato, Caccioppoli e Polizzi Group"
73,VYWBNFFJ,NL50SBAW1410310701,NF,Budig Public Ltd.,"Guenter-Junitz-Ring  Riesa Riesa,DE",0,Budig
74,XAFHVAEH,NL12HDVK4539563315,VA,Harrington Ind.-Ltée,,0,Harrington Inc
75,VQXIMDMP,DE47486546643563244630,MD,Butler Blake,Carolmouth United Kingdom,0,Butler-Blake
76,FFTMTKAC,ES1528725852307151088812,TK,Cadorna - Tolentino Group Pvt. Ltd.,,0,Cadorna-Tolentino Group
77,DKQBIRIE,IT76C8437596251270214804861,IR,Melo e Filhos,,0,Melo e Filhos
78,QDATMWYV,ES5356093595609794503690,MW,Nogueira S.A.,,1,Nogueira S.A.
79,QDATMWYV,ES5356093595609794503690,MW,Cavalcanti Azevedo - ME,,1,Cavalcanti Azevedo - ME
80,IZMLTWHT,IT42T5441871365832487761455,TW,Vasseur,,1,Vasseur
81,IZMLTWHT,IT42T5441871365832487761455,TW,Munoz  SPA,,1,Munoz
82,HKIMVUGI,NL91XCVN0711786868,VU,Dueñas y Montenegro S.A.,Spain,1,Dueñas y Montenegro S.A.
83,HKIMVUGI,NL91XCVN0711786868,VU,Ballester y Ramis S.A.T.,,1,Ballester y Ramis S.A.T.
84,FINDCKSD,DE22112512635995279184,CK,Paul - S.C.A.R.L. S.A.,3 BarbeBourg/avenue Goncalves-BarbeBourg,0,Paul S.A.R.L.
85,AVLPLIAN,GB91EBWG28716004067232,LI,Fábrica Velázquez & Asociados S.A.,Ciudad,1,Fábrica Velázquez & Asociados S.A.
86,AVLPLIAN,GB91EBWG28716004067232,LI,Miguela Albero Téllez S.Com.,,1,Miguela Albero Téllez S.Com.
87,AVLPLIAN,GB91EBWG28716004067232,LI,Gutiérrez y Escobar S.L.U.,,1,Gutiérrez y Escobar S.L.U.
88,AVLPLIAN,GB91EBWG28716004067232,LI,Hnos Bolaños S.Coop.,,1,Hnos Bolaños S.Coop.
89,MRJSDOVL,GB69SBIN13345141625400,DO,Eutropio Mora Montalbán S.Coop.,,1,Eutropio Mora Montalbán S.Coop.
90,MRJSDOVL,GB69SBIN13345141625400,DO,Industrias,,1,Industrias Mas & Asociados S.L.U.
91,MRJSDOVL,GB69SBIN13345141625400,DO,Tecnologías Alberola S.Com.,23932 Álava,1,Tecnologías Alberola S.Com.
92,IDGQVICG,IT89D9477845654072580715464,VI,Silveira,,0,Silveira
93,EEJRASPC,FR4413936696171771756086290,AS,Center Parcs,Milheeze NL,1,Center Parcs
94,EEJRASPC,FR4413936696171771756086290,AS,Stamrood & Kleybrink,,1,Stamrood & Kleybrink
95,EVOLFOCV,GB29NSOA37631298508276,FO,Águeda Maestre Sanmartín S.Coop.,,1,Águeda Maestre Sanmartín S.Coop.
96,EVOLFOCV,GB29NSOA37631298508276,FO,Consultoría Globales S.Coop.,,1,Consultoría Globales S.Coop.
