,BIC,AccountNumber,CTRYbnk,Name,Address,IsShared,Holder
0,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers,,0,Royal Passchiers
1,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers Corp,,0,Royal Passchiers
2,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers,Koog aan de Zaan NL,0,Royal Passchiers
3,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers/Cpn.,,0,Royal Passchiers
4,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers.,,0,Royal Passchiers
5,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers Cpn,# #  # #,0,Royal Passchiers
6,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers,,0,Royal Passchiers
7,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers,,0,Royal Passchiers
8,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal - Passchiers Cpn.,,0,Royal Passchiers
9,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal. Passchiers Corp,SuusboulevardKoog aan de Zaan Koog an de Zaan/NL,0,Royal Passchiers
10,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers,,0,Royal Passchiers
11,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal/Passchiers.,Netherlands,0,Royal Passchiers
12,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers Cpn,,0,Royal Passchiers
13,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal- Passchiers Corp,,0,Royal Passchiers
14,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal- Passchiers Corp.,,0,Royal Passchiers
15,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal. Passchiers- Cpn.,Koog aan de Zaan Netherlands,0,Royal Passchiers
16,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers Corp.,,0,Royal Passchiers
17,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal .Passchiers,Koog aan de Zaan,0,Royal Passchiers
18,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers/Corp.,,0,Royal Passchiers
19,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers Cpn,,0,Royal Passchiers
20,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers Corp,,0,Royal Passchiers
21,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal/Passchiers Corp.,,0,Royal Passchiers
22,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers Cpn.,Koog aan de Zaan Netherlands,0,Royal Passchiers
23,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers Cpn,& &,0,Royal Passchiers
24,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal - Passchiers Corp.,,0,Royal Passchiers
25,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers,,0,Royal Passchiers
26,ZCNEBIYJ,IT61J2635878631827957221669,BI,"Royal Passchiers,",,0,Royal Passchiers
27,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal.Passchiers,,0,Royal Passchiers
28,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal - Passchiers Cpn,Suusboulevard  Koog aan d Zaan  Koog aan de aan  Netherlands,0,Royal Passchiers
29,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers-,,0,Royal Passchiers
30,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal-Passchiers,,0,Royal Passchiers
31,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal- Passchiers-Corp,,0,Royal Passchiers
32,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers-,,0,Royal Passchiers
33,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers Cpn,Netherlands,0,Royal Passchiers
34,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers,,0,Royal Passchiers
35,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers - Corp.,Koog aan de Zaan,0,Royal Passchiers
36,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers.,Suusboulevard-Koog aan de Zaan/Koog aan de Zaan  NL,0,Royal Passchiers
37,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers - Corp,Koog aan de Zaan  Suusboulevard Koog aan de Zaan,0,Royal Passchiers
38,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers Corp,,0,Royal Passchiers
39,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers Corp.,Suusboulevard Koog aan de Zaan Koog aan de Zaan NL,0,Royal Passchiers
40,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers,,0,Royal Passchiers
41,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal-Passchiers,,0,Royal Passchiers
42,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal- Passchiers,__,0,Royal Passchiers
43,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal. Passchiers,"Suusboulevard,Koog aan de Zaan  Koog aan e Zaan NL",0,Royal Passchiers
44,ZCNEBIYJ,IT61J2635878631827957221669,BI,Royal Passchiers Corp.,Koog aan de Zaan NL,0,Royal Passchiers
45,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams and Matthews",,0,"Begum, Williams and Matthews"
46,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Matthews",,0,"Begum, Williams and Matthews"
47,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Inds Matthews",,0,"Begum, Williams and Matthews"
48,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams. Industries Matthews",,0,"Begum, Williams and Matthews"
49,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Industries,Matthews",Studio 1  Davies loop YatesfurtB94 3WZ,0,"Begum, Williams and Matthews"
50,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Industries Matthews",,0,"Begum, Williams and Matthews"
51,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams",,0,"Begum, Williams and Matthews"
52,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams",Yatesfurt,0,"Begum, Williams and Matthews"
53,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams",Yatesfurt GB,0,"Begum, Williams and Matthews"
54,KZPXKWXT,FR4456202487839170175542080,KW,"Begum,  Williams Matthews",,0,"Begum, Williams and Matthews"
55,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Ind. Matthews",B94 3WZ Yatesfurt,0,"Begum, Williams and Matthews"
56,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Inds  Matthews",Yatesfurt United Kingdom,0,"Begum, Williams and Matthews"
57,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Ind. Matthews",United Kingdom,0,"Begum, Williams and Matthews"
58,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams",Davies loop/Yatesfurt/United Kingdom,0,"Begum, Williams and Matthews"
59,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Inds. Matthews",,0,"Begum, Williams and Matthews"
60,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams,",,0,"Begum, Williams and Matthews"
61,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams  Matthews",United Kingdom,0,"Begum, Williams and Matthews"
62,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams",,0,"Begum, Williams and Matthews"
63,KZPXKWXT,FR4456202487839170175542080,KW,"Begum,  Williams",,0,"Begum, Williams and Matthews"
64,KZPXKWXT,FR4456202487839170175542080,KW,"Begum,  Williams",,0,"Begum, Williams and Matthews"
65,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Ind. Matthews",,0,"Begum, Williams and Matthews"
66,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Ind. Matthews",,0,"Begum, Williams and Matthews"
67,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Ind. Matthews",Yatesfurt United Kingdom,0,"Begum, Williams and Matthews"
68,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, - Williams",United Kingdom,0,"Begum, Williams and Matthews"
69,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams",Davies loop  Yatesfurt  United Kingdom,0,"Begum, Williams and Matthews"
70,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Ind. Matthews",Davies loop Yatesfurt United Kingdom,0,"Begum, Williams and Matthews"
71,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams",,0,"Begum, Williams and Matthews"
72,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Inds. Matthews",,0,"Begum, Williams and Matthews"
73,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams",B94 3WZ Yatesurt,0,"Begum, Williams and Matthews"
74,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams",* * *,0,"Begum, Williams and Matthews"
75,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Industries Matthews",,0,"Begum, Williams and Matthews"
76,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Ind. Matthews",,0,"Begum, Williams and Matthews"
77,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Industries/Matthews",Yatesfurt GB,0,"Begum, Williams and Matthews"
78,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Matthews",,0,"Begum, Williams and Matthews"
79,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Industries Matthews",Davies loop YatesfurtGB,0,"Begum, Williams and Matthews"
80,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Matthews",Yatesfurt United Kingdom,0,"Begum, Williams and Matthews"
81,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams .Industries",,0,"Begum, Williams and Matthews"
82,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Inds. Matthews",Yatesfurt GB,0,"Begum, Williams and Matthews"
83,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams",,0,"Begum, Williams and Matthews"
84,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams/",B94 3WZ-Yatesfurt,0,"Begum, Williams and Matthews"
85,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Industries Matthews",B94 3WZ-Yatesfurt,0,"Begum, Williams and Matthews"
86,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Inds Matthews",,0,"Begum, Williams and Matthews"
87,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Inds. Matthews",Davies loop Yatesfurt GB,0,"Begum, Williams and Matthews"
88,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Ind. Matthews",United Kingdom,0,"Begum, Williams and Matthews"
89,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Matthews",- - - -,0,"Begum, Williams and Matthews"
90,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams",,0,"Begum, Williams and Matthews"
91,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Matthews",Yatesfurt,0,"Begum, Williams and Matthews"
92,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Inds./Matthews",Yatesfurt,0,"Begum, Williams and Matthews"
93,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams",,0,"Begum, Williams and Matthews"
94,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams",United Kingdom,0,"Begum, Williams and Matthews"
95,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams",,0,"Begum, Williams and Matthews"
96,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Inds  Matthews",,0,"Begum, Williams and Matthews"
97,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Ind.",,0,"Begum, Williams and Matthews"
98,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Inds.Matthews",United Kingdom,0,"Begum, Williams and Matthews"
99,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Inds Matthews",Yatesfurt United Kingdom,0,"Begum, Williams and Matthews"
100,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Ind.- Matthews",,0,"Begum, Williams and Matthews"
101,KZPXKWXT,FR4456202487839170175542080,KW,"Begum,. Williams Industries Matthews",,0,"Begum, Williams and Matthews"
102,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams",,0,"Begum, Williams and Matthews"
103,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams .",,0,"Begum, Williams and Matthews"
104,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Matthews",,0,"Begum, Williams and Matthews"
105,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Inds. Matthews",,0,"Begum, Williams and Matthews"
106,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Industries Matthews",,0,"Begum, Williams and Matthews"
107,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams",,0,"Begum, Williams and Matthews"
108,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams",,0,"Begum, Williams and Matthews"
109,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Ind.  Matthews",,0,"Begum, Williams and Matthews"
110,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams. Matthews",Studio 1Davies loop Yatesfurt  B94 3WZ,0,"Begum, Williams and Matthews"
111,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Inds Matthews",Davies loopYatesfurt United Kingdom,0,"Begum, Williams and Matthews"
112,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Inds Matthews","B94 3WZ,Yatesfurt",0,"Begum, Williams and Matthews"
113,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, - Williams Inds. Matthews",,0,"Begum, Williams and Matthews"
114,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Matthews",Yatesfurt,0,"Begum, Williams and Matthews"
115,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Inds. Matthews",,0,"Begum, Williams and Matthews"
116,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Ind. Matthews",,0,"Begum, Williams and Matthews"
117,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Ind.",Davies oop  Yatesfurt,0,"Begum, Williams and Matthews"
118,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams Matthews",Davies loop Yatesfurt GB,0,"Begum, Williams and Matthews"
119,KZPXKWXT,FR4456202487839170175542080,KW,"Begum, Williams  Ind. Matthews",United Kingdom,0,"Begum, Williams and Matthews"
120,TJJESAIB,ES9247758941721293722557,SA,Cook and Sons,,0,Cook and Sons
121,TJJESAIB,ES9247758941721293722557,SA,Cook Inds. Sons,83542 Liland,0,Cook and Sons
122,TJJESAIB,ES9247758941721293722557,SA,Cook,,0,Cook and Sons
123,TJJESAIB,ES9247758941721293722557,SA,Cook Inds. Sons,,0,Cook and Sons
124,TJJESAIB,ES9247758941721293722557,SA,Cook Inds./Sons,,0,Cook and Sons
125,TJJESAIB,ES9247758941721293722557,SA,Cook  Inds. Sons,,0,Cook and Sons
126,TJJESAIB,ES9247758941721293722557,SA,Cook Inds. Sons,Hill Harbor 8200 83542 Liland United States,0,Cook and Sons
127,TJJESAIB,ES9247758941721293722557,SA,Cook,,0,Cook and Sons
128,TJJESAIB,ES9247758941721293722557,SA,Cook Industries/Sons,,0,Cook and Sons
129,TJJESAIB,ES9247758941721293722557,SA,Cook - Ind. Sons,,0,Cook and Sons
130,TJJESAIB,ES9247758941721293722557,SA,Cook Inds. Sons,,0,Cook and Sons
131,TJJESAIB,ES9247758941721293722557,SA,Cook,Liland,0,Cook and Sons
132,TJJESAIB,ES9247758941721293722557,SA,Cook Inds. Sons,United Staes,0,Cook and Sons
133,TJJESAIB,ES9247758941721293722557,SA,Cook/,Liland United States,0,Cook and Sons
134,TJJESAIB,ES9247758941721293722557,SA,Cook,Hill Harbor  8200 83542-Liland  MNUnited States,0,Cook and Sons
135,TJJESAIB,ES9247758941721293722557,SA,Cook,Liland United States,0,Cook and Sons
136,TJJESAIB,ES9247758941721293722557,SA,Cook  Inds. Sons,,0,Cook and Sons
137,TJJESAIB,ES9247758941721293722557,SA,Cook,,0,Cook and Sons
138,TJJESAIB,ES9247758941721293722557,SA,Cook,,0,Cook and Sons
139,TJJESAIB,ES9247758941721293722557,SA,Cook,8200 8342 Hill Harbor Liland,0,Cook and Sons
140,TJJESAIB,ES9247758941721293722557,SA,Cook Inds Sons,,0,Cook and Sons
141,TJJESAIB,ES9247758941721293722557,SA,Cook,,0,Cook and Sons
142,TJJESAIB,ES9247758941721293722557,SA,Cook Ind. Sons,,0,Cook and Sons
143,TJJESAIB,ES9247758941721293722557,SA,Cook Industries  Sons,,0,Cook and Sons
144,TJJESAIB,ES9247758941721293722557,SA,Cook Inds. Sons,,0,Cook and Sons
145,TJJESAIB,ES9247758941721293722557,SA,Cook Industries Sons,,0,Cook and Sons
146,TJJESAIB,ES9247758941721293722557,SA,Cook Industries Sons,8200  Hill Harbor Liland  MN83542,0,Cook and Sons
147,TJJESAIB,ES9247758941721293722557,SA,Cook Inds Sons,,0,Cook and Sons
148,TJJESAIB,ES9247758941721293722557,SA,Cook,,0,Cook and Sons
149,TJJESAIB,ES9247758941721293722557,SA,Cook,,0,Cook and Sons
150,XATJCWWI,NL57JJKR2628102968,CW,Fogaça Barbosa e Filhos,Brazil,0,Fogaça Barbosa e Filhos
151,XATJCWWI,NL57JJKR2628102968,CW,Fogaça Barbosa - e,Ademar Maldonado,0,Fogaça Barbosa e Filhos
152,XATJCWWI,NL57JJKR2628102968,CW,"Fogaça. Barbosa- e,Filhos",_ _ _,0,Fogaça Barbosa e Filhos
153,XATJCWWI,NL57JJKR2628102968,CW,"Fogaça,Barbosa/Filhos",,0,Fogaça Barbosa e Filhos
154,XATJCWWI,NL57JJKR2628102968,CW,"Fogaça Barbosa,e,Filhos",Ademar Malonado Brazil,0,Fogaça Barbosa e Filhos
155,XATJCWWI,NL57JJKR2628102968,CW,"Fogaça Barbosa .e,Filhos",,0,Fogaça Barbosa e Filhos
156,XATJCWWI,NL57JJKR2628102968,CW,Fogaça .Barbosa e - Filhos,40133-845 das Neves do Oeste Ademar Maldonado,0,Fogaça Barbosa e Filhos
157,XATJCWWI,NL57JJKR2628102968,CW,Fogaça. Barbosa.e  Filhos,Alameda de Dias PR Ademar Maldonado  Brazil,0,Fogaça Barbosa e Filhos
158,XATJCWWI,NL57JJKR2628102968,CW,Fogaça.Barbosa .e,,0,Fogaça Barbosa e Filhos
159,XATJCWWI,NL57JJKR2628102968,CW,Fogaça- Barbosa/e Filhos,,0,Fogaça Barbosa e Filhos
160,XATJCWWI,NL57JJKR2628102968,CW,Fogaça Barbosa. e. Filhos,Alameda de Dias/PR Ademar Maldonado/PR-BR,0,Fogaça Barbosa e Filhos
161,XATJCWWI,NL57JJKR2628102968,CW,Fogaça Barbosa.e/Filhos,,0,Fogaça Barbosa e Filhos
162,XATJCWWI,NL57JJKR2628102968,CW,"Fogaça.Barbosa,e  Filhos",,0,Fogaça Barbosa e Filhos
163,XATJCWWI,NL57JJKR2628102968,CW,Fogaça/Barbosa. e Filhos,,0,Fogaça Barbosa e Filhos
164,XATJCWWI,NL57JJKR2628102968,CW,Fogaça Barbosa e.Filhos,,0,Fogaça Barbosa e Filhos
165,XATJCWWI,NL57JJKR2628102968,CW,"Fogaça,Barbosa,e/Filhos",,0,Fogaça Barbosa e Filhos
166,XATJCWWI,NL57JJKR2628102968,CW,Fogaça- Barbosa e Filhos,&,0,Fogaça Barbosa e Filhos
167,XATJCWWI,NL57JJKR2628102968,CW,"Fogaça Barbosa e,Filhos",,0,Fogaça Barbosa e Filhos
168,XATJCWWI,NL57JJKR2628102968,CW,"Fogaça/Barbosa  e,Filhos",Alameda de Dias PR-Ademar Maldonado  PR/BR,0,Fogaça Barbosa e Filhos
169,XATJCWWI,NL57JJKR2628102968,CW,Fogaça Barbosa.e.Filhos,Ademar Maldonado Brazil,0,Fogaça Barbosa e Filhos
170,XATJCWWI,NL57JJKR2628102968,CW,Fogaça. Barbosa e,Ademar Maldonado,0,Fogaça Barbosa e Filhos
171,XATJCWWI,NL57JJKR2628102968,CW,Fogaça  Barbosa-e Filhos,,0,Fogaça Barbosa e Filhos
172,XATJCWWI,NL57JJKR2628102968,CW,Fogaça-Barbosa e Filhos,"Alameda de Dias 13,Ademar Maldonado 40133-845 das Neves do Oeste,PR",0,Fogaça Barbosa e Filhos
173,XATJCWWI,NL57JJKR2628102968,CW,Fogaça-Barbosa Filhos,,0,Fogaça Barbosa e Filhos
174,XATJCWWI,NL57JJKR2628102968,CW,Fogaça Barbosa .Filhos,,0,Fogaça Barbosa e Filhos
175,XATJCWWI,NL57JJKR2628102968,CW,"Fogaça,Barbosa  e",,0,Fogaça Barbosa e Filhos
