,BIC,AccountNumber,CTRYbnk,Name,Address,IsShared,Holder
0,ALKRVAMB,GB60ZPZL29365808365621,VA,Celestino Pujadas Jáuregui S.L.,Cañada Adora Gisbert  36715  OurenseES,0,Celestino Pujadas Jáuregui S.L.
1,ALKRVAMB,GB60ZPZL29365808365621,VA,Celestino Pujadas  Jáuregui,,0,Celestino Pujadas Jáuregui S.L.
2,ALKRVAMB,GB60ZPZL29365808365621,VA,Celestino Pujadas Jáuregui S.C,Ourense Spain,0,Celestino Pujadas Jáuregui S.L.
3,ALKRVAMB,GB60ZPZL29365808365621,VA,Celestino Pujadas Jáuregui,,0,Celestino Pujadas Jáuregui S.L.
4,ALKRVAMB,GB60ZPZL29365808365621,VA,Celestino Pujadas Jáuregui,"Cañada Adora Gisbert  48,Ourense  36715",0,Celestino Pujadas Jáuregui S.L.
5,ALKRVAMB,GB60ZPZL29365808365621,VA,Celestino Pujadas,,0,Celestino Pujadas Jáuregui S.L.
6,ALKRVAMB,GB60ZPZL29365808365621,VA,Celestino Pujadas.Jáuregui SA,Ourense,0,Celestino Pujadas Jáuregui S.L.
7,ALKRVAMB,GB60ZPZL29365808365621,VA,Celestino Pujadas Jáuregui,36715  Cañada Adora Gisbert  Ourense,0,Celestino Pujadas Jáuregui S.L.
8,ALKRVAMB,GB60ZPZL29365808365621,VA,Celestino Pujadas Jáuregui SC,Cañada Adora Gisbert 36715-Ourense Spain,0,Celestino Pujadas Jáuregui S.L.
9,ALKRVAMB,GB60ZPZL29365808365621,VA,Celestino-Pujadas Jáuregui,"Cañada Adora Gisbert,36715 Ourense ES",0,Celestino Pujadas Jáuregui S.L.
10,GOEGFOZU,ES8121181832850152571799,FO,White PLC,North Kieran GB,0,White PLC
11,GOEGFOZU,ES8121181832850152571799,FO,White,,0,White PLC
12,GOEGFOZU,ES8121181832850152571799,FO,White,North Kieran,0,White PLC
13,GOEGFOZU,ES8121181832850152571799,FO,White Public,Davies river 35 North KieranUnited Kingdom,0,White PLC
14,GOEGFOZU,ES8121181832850152571799,FO,White,,0,White PLC
15,GOEGFOZU,ES8121181832850152571799,FO,White pLC,,0,White PLC
16,GOEGFOZU,ES8121181832850152571799,FO,White,United Kingdom,0,White PLC
17,GOEGFOZU,ES8121181832850152571799,FO,White,Davies river 35 North Kieran  United Kingdom,0,White PLC
18,GOEGFOZU,ES8121181832850152571799,FO,White P.L.C,,0,White PLC
19,GOEGFOZU,ES8121181832850152571799,FO,White PLCC,,0,White PLC
20,TIWZGMUD,DE47141454189830276571,GM,Delannoy,,1,Delannoy
21,TIWZGMUD,DE47141454189830276571,GM,Faivre S.A.S.,,1,Faivre S.A.S.
22,TIWZGMUD,DE47141454189830276571,GM,Sanchez Jacquot SARL,chemin Ribeir 92 Clément-Clément/France,1,Sanchez Jacquot SARL
23,TIWZGMUD,DE47141454189830276571,GM,Sanchez Jacquot S.R.L.,,1,Sanchez Jacquot SARL
24,TIWZGMUD,DE47141454189830276571,GM,Sanchez Jacquot,,1,Sanchez Jacquot SARL
25,TIWZGMUD,DE47141454189830276571,GM,Weber,,1,Weber
26,TIWZGMUD,DE47141454189830276571,GM,Carlier Lopez SA,,1,Carlier Lopez SA
27,TIWZGMUD,DE47141454189830276571,GM,Carlier Lopez SA,693 boulevard de Potier 40201Roy,1,Carlier Lopez SA
28,TIWZGMUD,DE47141454189830276571,GM,Laine S.A.S.,Sanchez,1,Laine S.A.S.
29,TIWZGMUD,DE47141454189830276571,GM,Laine S.A.S. S.r.l.,boulevard Bonnin  93 Sanchez-Sanchez  FR,1,Laine S.A.S.
30,TIWZGMUD,DE47141454189830276571,GM,Laine S.A.S.,,1,Laine S.A.S.
31,TIWZGMUD,DE47141454189830276571,GM,Laine S.A.S. S.R.L.,34938  Sanchez,1,Laine S.A.S.
32,TIWZGMUD,DE47141454189830276571,GM,"Laine-S.A.S,SRL",,1,Laine S.A.S.
33,TIWZGMUD,DE47141454189830276571,GM,Laine SAS .SRL,,1,Laine S.A.S.
34,TIWZGMUD,DE47141454189830276571,GM,Pierre,France,1,Pierre
35,YOYHTKY2,GB56DOYH70723857575217,TK,Barker-Jones,,0,Barker-Jones
36,YOYHTKY2,GB56DOYH70723857575217,TK,Barker Jones S.d.f.,"Harris drive,261,South Jonathan United Kingdom",0,Barker-Jones
37,YOYHTKY2,GB56DOYH70723857575217,TK,Barker.Jones-S.D.F.,South Jonathan United Kingdom,0,Barker-Jones
38,YOYHTKY2,GB56DOYH70723857575217,TK,Barker Jones,,0,Barker-Jones
