BIC,AccountNumber,CTRYbnk,Name,Address,IsShared,Holder
PUQKMSYA,GB05XWJX42567714873864,MS,Sölzer Stiftung & Co. KGaA,Hörlestraße Jülich/Jülich DE,0,Sölzer Stiftung & Co. KGaA
PUQKMSYA,GB05XWJX42567714873864,MS,Sölzer.Stiftung & Company KGaA,Jülich DE,0,Sölzer Stiftung & Co. KGaA
PUQKMSYA,GB05XWJX42567714873864,MS,Sölzer Stiftung &. Co,"Hörlestraße ülich,Jülich  DE",0,Sölzer Stiftung & Co. KGaA
PUQKMSYA,GB05XWJX42567714873864,MS,Sölzer Stiftung Co KGaA,,0,Sölzer Stiftung & Co. KGaA
PUQKMSYA,GB05XWJX42567714873864,MS,Sölzer Stiftung & Co KGaA,,0,Sölzer Stiftung & Co. KGaA
PUQKMSYA,GB05XWJX42567714873864,MS,Sölzer Stiftung & Co. KGaA,,0,Sölzer Stiftung & Co. KGaA
PUQKMSYA,GB05XWJX42567714873864,MS,Sölzer Stiftung,,0,Sölzer Stiftung & Co. KGaA
PUQKMSYA,GB05XWJX42567714873864,MS,Sölzer. Stiftung & Co  KGaA,,0,Sölzer Stiftung & Co. KGaA
PUQKMSYA,GB05XWJX42567714873864,MS,Sölzer Stiftung Company KGaA,Jülich,0,Sölzer Stiftung & Co. KGaA
QVLBSYVT,IT67B7457528693548711420162,SY,Familia Monreal S.L.N.E,,0,Familia Monreal S.L.N.E
QVLBSYVT,IT67B7457528693548711420162,SY,Familia Monreal,Guadalajara ES,0,Familia Monreal S.L.N.E
QVLBSYVT,IT67B7457528693548711420162,SY,Familia Monreal S.L.N.E,,0,Familia Monreal S.L.N.E
KCHACYHM,GB96QXNS72757194262892,CY,Keudel,Sagergasse Feuchtwangen-Feuchtwangen Germany,1,Keudel
KCHACYHM,GB96QXNS72757194262892,CY,Keudel Corp,Germany,1,Keudel
KCHACYHM,GB96QXNS72757194262892,CY,Keudel,,1,Keudel
KCHACYHM,GB96QXNS72757194262892,CY,Jessel,Dorina-Ring-Ring  Oschatz Oschatz Germany,1,Jessel
KCHACYHM,GB96QXNS72757194262892,CY,Jessel,Oschatz,1,Jessel
KCHACYHM,GB96QXNS72757194262892,CY,Jessel Group,,1,Jessel
KCHACYHM,GB96QXNS72757194262892,CY,Jessel,Dorina-Ring-Ring OschatzOschatz-DE,1,Jessel
KCHACYHM,GB96QXNS72757194262892,CY,Jessel Group,,1,Jessel
KCHACYHM,GB96QXNS72757194262892,CY,Jessel,,1,Jessel
KCHACYHM,GB96QXNS72757194262892,CY,Jessel Group,"Dorina-Ring-Ring-Oschatz,Oschtz Germany",1,Jessel
KCHACYHM,GB96QXNS72757194262892,CY,Jessel Group,,1,Jessel
UDTUAMFV,GB77BMYT93478160296528,AM,Saunders-Hernandez,Thomasmouth United States,1,Saunders-Hernandez
UDTUAMFV,GB77BMYT93478160296528,AM,Saunders Hernandez,Thmasmouth US,1,Saunders-Hernandez
UDTUAMFV,GB77BMYT93478160296528,AM,Padilla LLC,***,1,Padilla LLC
EHAPTLMI,NL36PMSV6062274893,TL,Torres LLC,,0,Torres LLC
EHAPTLMI,NL36PMSV6062274893,TL,Torres Pvt Ltd S.A.,,0,Torres LLC
EHAPTLMI,NL36PMSV6062274893,TL,Torres  LLC SA,10217  Kellyland,0,Torres LLC
EHAPTLMI,NL36PMSV6062274893,TL,Torres Public Limited Company-S.A.,,0,Torres LLC
EHAPTLMI,NL36PMSV6062274893,TL,Torres LLC SpA,,0,Torres LLC
EHAPTLMI,NL36PMSV6062274893,TL,Torres,,0,Torres LLC
EHAPTLMI,NL36PMSV6062274893,TL,Torres LLC,,0,Torres LLC
EHAPTLMI,NL36PMSV6062274893,TL,Torres LLC,Kellyland United States,0,Torres LLC
VMIWATXE,FR9230644789153836627921104,AT,"Colletti, Pizziol e Cantimori s.r.l.",,1,"Colletti, Pizziol e Cantimori s.r.l."
VMIWATXE,FR9230644789153836627921104,AT,"Colletti, Pizziol Cantimori SRL",,1,"Colletti, Pizziol e Cantimori s.r.l."
VMIWATXE,FR9230644789153836627921104,AT,"Colletti, Pizziol/e Cantimori S.R.L.",97019 Scoglitti,1,"Colletti, Pizziol e Cantimori s.r.l."
VMIWATXE,FR9230644789153836627921104,AT,"Colletti, Pizziol Cantimori S r l",,1,"Colletti, Pizziol e Cantimori s.r.l."
VMIWATXE,FR9230644789153836627921104,AT,"Colletti, Pizziol e SRL",Rotonda Letizia Scoglitti Italia,1,"Colletti, Pizziol e Cantimori s.r.l."
VMIWATXE,FR9230644789153836627921104,AT,"Colletti, Pizziol e Cantimori S r l",,1,"Colletti, Pizziol e Cantimori s.r.l."
VMIWATXE,FR9230644789153836627921104,AT,"Colletti, Pizziol Cantimori SRL",,1,"Colletti, Pizziol e Cantimori s.r.l."
VMIWATXE,FR9230644789153836627921104,AT,"Colletti, Pizziol e Cantimori S.R.L.",,1,"Colletti, Pizziol e Cantimori s.r.l."
VMIWATXE,FR9230644789153836627921104,AT,Monti-Balotelli e figli,,1,Monti-Balotelli e figli
VMIWATXE,FR9230644789153836627921104,AT,Tassoni e figli,,1,Tassoni e figli
CTUGBDPY,GB54ZRYD41527658596876,BD,Duffy LLC,,0,Duffy LLC
CTUGBDPY,GB54ZRYD41527658596876,BD,Duffy,"Autumn Underpass Suite 106 2150 45842 Calderonside,HI US",0,Duffy LLC
CTUGBDPY,GB54ZRYD41527658596876,BD,Duffy Pvt. Ltd,,0,Duffy LLC
CTUGBDPY,GB54ZRYD41527658596876,BD,"Duffy,P.L.C","2150,Autumn Underpass Suite 106  Calderonside  HI  45842",0,Duffy LLC
CTUGBDPY,GB54ZRYD41527658596876,BD,Duffy PLCC,,0,Duffy LLC
CTUGBDPY,GB54ZRYD41527658596876,BD,Duffy,,0,Duffy LLC
CTUGBDPY,GB54ZRYD41527658596876,BD,Duffy,,0,Duffy LLC
CTUGBDPY,GB54ZRYD41527658596876,BD,Duffy P.L.C.,,0,Duffy LLC
PFNGTZVV,GB45GBDT27761772690849,TZ,Pontecorvo-Cuda SPA,,0,Pontecorvo-Cuda SPA
PFNGTZVV,GB45GBDT27761772690849,TZ,Pontecorvo Cuda SPA SpA ,,0,Pontecorvo-Cuda SPA
PFNGTZVV,GB45GBDT27761772690849,TZ,Pontecorvo Cuda,,0,Pontecorvo-Cuda SPA
PFNGTZVV,GB45GBDT27761772690849,TZ,Pontecorvo Cuda SPA SpA ,,0,Pontecorvo-Cuda SPA
PFNGTZVV,GB45GBDT27761772690849,TZ,Pontecorvo .Cuda SPA S.P.A. ,,0,Pontecorvo-Cuda SPA
PFNGTZVV,GB45GBDT27761772690849,TZ,Pontecorvo Cuda SPA S.p.A. ,,0,Pontecorvo-Cuda SPA
PFNGTZVV,GB45GBDT27761772690849,TZ,Pontecorvo Cuda,,0,Pontecorvo-Cuda SPA
PFNGTZVV,GB45GBDT27761772690849,TZ,Pontecorvo Cuda,Lavina IT,0,Pontecorvo-Cuda SPA
CSKIISLP,NL17ZXIN8066843653,IS,Suministros Collado S.L.,,0,Suministros Collado S.L.
CSKIISLP,NL17ZXIN8066843653,IS,Suministros Collado S.U.,,0,Suministros Collado S.L.
CSKIISLP,NL17ZXIN8066843653,IS,Suministros Collado,,0,Suministros Collado S.L.
CSKIISLP,NL17ZXIN8066843653,IS,Suministros Collado S.U.,Pasadizo de Moreno Diaz39158/Albacete Spain,0,Suministros Collado S.L.
CSKIISLP,NL17ZXIN8066843653,IS,Suministros Collado S.U.,,0,Suministros Collado S.L.
KUYFVNWK,IT17Q8863517924073226633746,VN,Farias,,0,Farias
KUYFVNWK,IT17Q8863517924073226633746,VN,Farias,,0,Farias
KUYFVNWK,IT17Q8863517924073226633746,VN,Farias.,,0,Farias
KUYFVNWK,IT17Q8863517924073226633746,VN,Farias,-,0,Farias
KUYFVNWK,IT17Q8863517924073226633746,VN,Farias S.r.L,,0,Farias
KUYFVNWK,IT17Q8863517924073226633746,VN,Farias,,0,Farias
PHBBZMGQ,NL81YDHT1071988691,ZM,Langern,,1,Langern
PHBBZMGQ,NL81YDHT1071988691,ZM,Finke Sager GmbH,,1,Finke Sager GmbH
PHBBZMGQ,NL81YDHT1071988691,ZM,Sorgatz,"Katarina-Caspar-Allee Hainichen Hainichen,Germany",1,Sorgatz
TVJJJPP2,GB80RJOG89805605556607,JP,Hotel Trujillo S.L.N.E,,0,Hotel Trujillo S.L.N.E
TVJJJPP2,GB80RJOG89805605556607,JP,Hotel Trujillo S.L.N.E,"Rambla de Pablo Valenzuela 36 Apt. 39284-Tarragona,Spain",0,Hotel Trujillo S.L.N.E
TVJJJPP2,GB80RJOG89805605556607,JP,Hotel Trujillo  S.L.N.E,"39284,Rambla de Pablo Valenzuela 36 Apt.Tarragona",0,Hotel Trujillo S.L.N.E
TVJJJPP2,GB80RJOG89805605556607,JP,Hotel Trujillo S.L.N.E,39284 Tarragona,0,Hotel Trujillo S.L.N.E
PKEZGBEH,NL20TUGD9183676433,GB,Construcción Ríos S.Com.,"Vial Cándida Vega  47,Cádiz/11529",1,Construcción Ríos S.Com.
PKEZGBEH,NL20TUGD9183676433,GB,Suministros Medina & Asociados S.L.,,1,Suministros Medina & Asociados S.L.
PKEZGBEH,NL20TUGD9183676433,GB,Suministros Medina & Asociados S.c,,1,Suministros Medina & Asociados S.L.
PKEZGBEH,NL20TUGD9183676433,GB,Suministros - Medina. & - Asociados,,1,Suministros Medina & Asociados S.L.
PKEZGBEH,NL20TUGD9183676433,GB,Suministros Medina & Asociados,,1,Suministros Medina & Asociados S.L.
PKEZGBEH,NL20TUGD9183676433,GB,Comercializadora Yuste S.A.,,1,Comercializadora Yuste S.A.
PKEZGBEH,NL20TUGD9183676433,GB,Hnos Aguiló S.A.,,1,Hnos Aguiló S.A.
YLIDAXUG,GB70KAWF95277547411101,AX,Farmaceútica Cuadrado S.L.N.E,,1,Farmaceútica Cuadrado S.L.N.E
YLIDAXUG,GB70KAWF95277547411101,AX,Distribuciones Escrivá S.Com.,,1,Distribuciones Escrivá S.Com.
YLIDAXUG,GB70KAWF95277547411101,AX,Distribuciones Escrivá S.Com.,,1,Distribuciones Escrivá S.Com.
WCOHGWJP,IT29S8074309985094548674219,GW,Fernandez,,1,Fernandez
WCOHGWJP,IT29S8074309985094548674219,GW,Fernandez,,1,Fernandez
WCOHGWJP,IT29S8074309985094548674219,GW,Bertin SA,"avenue de Peltie 4 Sainte Alix,Sainte Alix,France",1,Bertin SA
WCOHGWJP,IT29S8074309985094548674219,GW,Bertin S.c.,"avenue de Peltier 4 Sainte AlixSainte Alix,France",1,Bertin SA
WCOHGWJP,IT29S8074309985094548674219,GW,Bertin,,1,Bertin SA
WCOHGWJP,IT29S8074309985094548674219,GW,Jean Lemoine SARL,boulevard Margaret Voisin 53 Moulinboeuf Moulinboeuf/France,1,Jean Lemoine SARL
WCOHGWJP,IT29S8074309985094548674219,GW,Jean Lemoine S.r.l.,,1,Jean Lemoine SARL
WCOHGWJP,IT29S8074309985094548674219,GW,Besson Masse SARL,,1,Besson Masse SARL
DITTSRJ2,GB14EZZI83046489711773,SR,Michael-Tucker,,1,Michael-Tucker
DITTSRJ2,GB14EZZI83046489711773,SR,Michael Tucker,,1,Michael-Tucker
DITTSRJ2,GB14EZZI83046489711773,SR,Michael  Tucker,Ellen Motorway Apt. 410  1349 75727  Port Thomas (OK) United States,1,Michael-Tucker
DITTSRJ2,GB14EZZI83046489711773,SR,Michael/Tucker,,1,Michael-Tucker
DITTSRJ2,GB14EZZI83046489711773,SR,Michael-Tucker S.U.,,1,Michael-Tucker
DITTSRJ2,GB14EZZI83046489711773,SR,Michael-Tucker,,1,Michael-Tucker
DITTSRJ2,GB14EZZI83046489711773,SR,"Michael  Tucker,",,1,Michael-Tucker
DITTSRJ2,GB14EZZI83046489711773,SR,Michael Tucker Società per Azioni,,1,Michael-Tucker
DITTSRJ2,GB14EZZI83046489711773,SR,"Sparks, Martinez and Rogers",,1,"Sparks, Martinez and Rogers"
DITTSRJ2,GB14EZZI83046489711773,SR,Taylor Ltd,,1,Taylor Ltd
DITTSRJ2,GB14EZZI83046489711773,SR,"Robinson, Zuniga and Stewart","Jacob Track Suite 135  09221 87353 Palmerstad,United States",1,"Robinson, Zuniga and Stewart"
WJKTVCCH,FR3899536435980875398556466,VC,Manne BV,,0,Manne BV
WJKTVCCH,FR3899536435980875398556466,VC,Manne BV .pLC Ltd.,Diepnveen NL,0,Manne BV
WJKTVCCH,FR3899536435980875398556466,VC,Manne BV. Public Ltd,,0,Manne BV
WJKTVCCH,FR3899536435980875398556466,VC,Manne BV Public/Ltée,,0,Manne BV
WJKTVCCH,FR3899536435980875398556466,VC,Manne BV Pvt Ltd Ltd.,Diepenveen NL,0,Manne BV
WJKTVCCH,FR3899536435980875398556466,VC,Manne BV,,0,Manne BV
WJKTVCCH,FR3899536435980875398556466,VC,"Manne,BV Public",,0,Manne BV
WJKTVCCH,FR3899536435980875398556466,VC,Manne.BV Public,Diepenveen/Jadelaan/Diepenveen,0,Manne BV
WJKTVCCH,FR3899536435980875398556466,VC,Manne BV.,,0,Manne BV
WJKTVCCH,FR3899536435980875398556466,VC,Manne BV Public Limited,,0,Manne BV
WJKTVCCH,FR3899536435980875398556466,VC,Manne BV Public Ltée,Diepenveen,0,Manne BV
ANFCCLIX,GB19YOFO03461473287383,CL,van der Laan Groep,7037QD Nigtevecht,1,van der Laan Groep
ANFCCLIX,GB19YOFO03461473287383,CL,van der Laan,,1,van der Laan Groep
ANFCCLIX,GB19YOFO03461473287383,CL,van der Laan,,1,van der Laan Groep
ANFCCLIX,GB19YOFO03461473287383,CL,Inalfa,Cornelissteeg/Suwâld-Suwâld Netherlands,1,Inalfa
SWGJMAFT,IT27Q4136425627904362785253,MA,Merle,68 rue de Bruneau-54356 Rousseau-sur-Grégoire,0,Merle
SWGJMAFT,IT27Q4136425627904362785253,MA,Merle,France,0,Merle
QIFTBLVS,FR3759047390992876126519406,BL,"Edwards, Taylor and Chamberlain",,0,"Edwards, Taylor and Chamberlain"
QIFTBLVS,FR3759047390992876126519406,BL,"Edwards, Taylor Inds. Chamberlain",,0,"Edwards, Taylor and Chamberlain"
QIFTBLVS,FR3759047390992876126519406,BL,"Edwards, Taylor Inds Chamberlain",,0,"Edwards, Taylor and Chamberlain"
QIFTBLVS,FR3759047390992876126519406,BL,"Edwards, Taylor Industries Chamberlain",,0,"Edwards, Taylor and Chamberlain"
QIFTBLVS,FR3759047390992876126519406,BL,"Edwards, Taylor Inds Chamberlain",LL1 4AH  Slatermouth,0,"Edwards, Taylor and Chamberlain"
QIFTBLVS,FR3759047390992876126519406,BL,"Edwards, Taylor",,0,"Edwards, Taylor and Chamberlain"
QIFTBLVS,FR3759047390992876126519406,BL,"Edwards, Taylor Inds",,0,"Edwards, Taylor and Chamberlain"
QIFTBLVS,FR3759047390992876126519406,BL,"Edwards, Taylor",Slatermouth GB,0,"Edwards, Taylor and Chamberlain"
QIFTBLVS,FR3759047390992876126519406,BL,"Edwards, Taylor",,0,"Edwards, Taylor and Chamberlain"
QIFTBLVS,FR3759047390992876126519406,BL,"Edwards, Taylor Inds. Chamberlain",United Kingdom,0,"Edwards, Taylor and Chamberlain"
QIFTBLVS,FR3759047390992876126519406,BL,"Edwards, Taylor Ind. Chamberlain",,0,"Edwards, Taylor and Chamberlain"
