,BIC,AccountNumber,CTRYbnk,Name,Address,IsShared,Holder
0,JLMSCCRT,NL05DHPE8463360250,CC,Deen,6066JL/Helden,1,Deen
1,JLMSCCRT,NL05DHPE8463360250,CC,Libéma,Hendriksteeg  85 2394 KO Wilbertoord,1,Libéma
2,JLMSCCRT,NL05DHPE8463360250,CC,van Duvenvoirde & de Jong,Ivyweg Hooge Zwaluwe Hooge Zwaluwe  Netherlands,1,van Duvenvoirde & de Jong
3,JLMSCCRT,NL05DHPE8463360250,CC,Lagerweij Groep,,1,Lagerweij Groep
4,JLMSCCRT,NL05DHPE8463360250,CC,van der Mast & Vallenduuk,,1,van der Mast & Vallenduuk
5,JLMSCCRT,NL05DHPE8463360250,CC,van der Mast & Vallenduuk,,1,van der Mast & Vallenduuk
6,JLMSCCRT,NL05DHPE8463360250,CC,Unit4,,1,Unit4
7,JLMSCCRT,NL05DHPE8463360250,CC,Unit4 Industries,,1,Unit4
8,JLMSCCRT,NL05DHPE8463360250,CC,Unit4 Inds,,1,Unit4
9,JLMSCCRT,NL05DHPE8463360250,CC,Unit4 Industries,,1,Unit4
10,JLMSCCRT,NL05DHPE8463360250,CC,Unit4 Industries,,1,Unit4
11,JLMSCCRT,NL05DHPE8463360250,CC,Unit4. Industries,,1,Unit4
12,JLMSCCRT,NL05DHPE8463360250,CC,Unit4 Ind,,1,Unit4
13,JLMSCCRT,NL05DHPE8463360250,CC,Unit4 Industries,Boksum,1,Unit4
14,JLMSCCRT,NL05DHPE8463360250,CC,Unit4 Ind.,Sethhof Boksum Boksum-Nethrlands,1,Unit4
15,WYMBAZEU,ES8423897263726053453436,AZ,Hecker,,1,Hecker
16,WYMBAZEU,ES8423897263726053453436,AZ,Girschner Henk GmbH,,1,Girschner Henk GmbH
17,WYMBAZEU,ES8423897263726053453436,AZ,Martin Peukert GmbH,,1,Martin Peukert GmbH
18,WYMBAZEU,ES8423897263726053453436,AZ,Schacht Salz KG,_,1,Schacht Salz KG
19,WYMBAZEU,ES8423897263726053453436,AZ,Weinhold Seidel KG,Adolf-Schottin-Gasse-Stade/Stade-Germany,1,Weinhold Seidel KG
20,WYMBAZEU,ES8423897263726053453436,AZ,Ditschlerin,,1,Ditschlerin
21,WYMBAZEU,ES8423897263726053453436,AZ,Haering GmbH & Co. KG,,1,Haering GmbH & Co. KG
22,WYMBAZEU,ES8423897263726053453436,AZ,Heinz Lorch GmbH & Co. OHG,,1,Heinz Lorch GmbH & Co. OHG
23,WYMBAZEU,ES8423897263726053453436,AZ,Juncken AG,Holstengasse105  51820 Lichtenfels,1,Juncken AG
24,WYMBAZEU,ES8423897263726053453436,AZ,Radisch Gunpf KGaA,,1,Radisch Gunpf KGaA
25,WYMBAZEU,ES8423897263726053453436,AZ,Radisch Gunpf KGaA,*,1,Radisch Gunpf KGaA
26,WYMBAZEU,ES8423897263726053453436,AZ,Radisch Gunpf KGaA,,1,Radisch Gunpf KGaA
27,WYMBAZEU,ES8423897263726053453436,AZ,Radisch-Gunpf KGaA,,1,Radisch Gunpf KGaA
28,WYMBAZEU,ES8423897263726053453436,AZ,Radisch Gunpf  KGaA,,1,Radisch Gunpf KGaA
29,WYMBAZEU,ES8423897263726053453436,AZ,Radisch Gunpf KGaA,Ercan-Boucsein-AlleeBurgdorf BrgdorfDE,1,Radisch Gunpf KGaA
30,WYMBAZEU,ES8423897263726053453436,AZ,Radisch  Gunpf KGaA,//  / /,1,Radisch Gunpf KGaA
31,WYMBAZEU,ES8423897263726053453436,AZ,Radisch Gunpf KGaA,"Ercan-Boucsein-Allee Burgdorf,Burgdorf Germny",1,Radisch Gunpf KGaA
32,WYMBAZEU,ES8423897263726053453436,AZ,Scheibe Warmer GmbH,Eisenach DE,1,Scheibe Warmer GmbH
33,WYMBAZEU,ES8423897263726053453436,AZ,Ehlert Rörricht GmbH,,1,Ehlert Rörricht GmbH
34,WYMBAZEU,ES8423897263726053453436,AZ,Johann GmbH & Co. OHG,Jonathan-Rudolph-Weg Eisenach Eisenach DE,1,Johann GmbH & Co. OHG
35,TKHJMRED,ES4856003179990599637826,MR,Smith and Sons,,0,Smith and Sons
36,TKHJMRED,ES4856003179990599637826,MR,Smith Ind. Sons,,0,Smith and Sons
37,TKHJMRED,ES4856003179990599637826,MR,Smith,,0,Smith and Sons
38,TKHJMRED,ES4856003179990599637826,MR,Smith Inds. Sons,G30 6QW  Aliceville,0,Smith and Sons
39,FOXCGTFK,FR1294714373017849589255401,GT,Boer Groep,Daanstraat Wierden Wierden  Netherlands,1,Boer Groep
40,FOXCGTFK,FR1294714373017849589255401,GT,Prins BV,,1,Prins BV
